category,title_group,english_level,it_experience_years,salary_usd
Software Engineer,Mid-level,Advanced,4.0,2650.0
Data Scientist,IC-high,Upper-Intermediate,11.0,7500.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,800.0
Analyst,Entry-level,Intermediate,0.5,470.0
Software Engineer,Tech leadership,Intermediate,9.0,6200.0
Marketing,Management,Advanced,7.0,3800.0
Management,Management,Advanced,4.0,7600.0
Quality Assurance,Mid-level,Intermediate,4.0,1600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1621.0
Management,Entry-level,Intermediate,3.0,1000.0
Quality Assurance,Entry-level,Intermediate,0.1,400.0
Quality Assurance,Senior-level,Upper-Intermediate,3.0,4000.0
Software Engineer,Senior-level,Advanced,3.0,4500.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,1940.0
Software Engineer,Tech leadership,Upper-Intermediate,6.0,9500.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,5600.0
Customer Support,Mid-level,Upper-Intermediate,1.5,1700.0
Management,Mid-level,Upper-Intermediate,2.0,1500.0
Software Engineer,Mid-level,Intermediate,1.0,1550.0
Management,Management,Advanced,10.0,4800.0
Management,Senior-level,Advanced,4.0,7000.0
Design,Management,Advanced,11.0,4400.0
Software Engineer,Senior-level,Advanced,7.0,3420.0
Marketing,Entry-level,Pre-Intermediate,2.0,800.0
Quality Assurance,Senior-level,Elementary,6.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3550.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,3700.0
Quality Assurance,Entry-level,Intermediate,1.0,1200.0
Design,Entry-level,Intermediate,0.5,850.0
Quality Assurance,Mid-level,Elementary,4.0,2000.0
Software Engineer,Mid-level,Intermediate,6.0,3500.0
Analyst,Senior-level,Upper-Intermediate,5.0,3200.0
Analyst,Senior-level,Upper-Intermediate,10.0,4550.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2650.0
Quality Assurance,Mid-level,Intermediate,3.0,1500.0
Software Engineer,Senior-level,Intermediate,11.0,4500.0
DevOps,Senior-level,Upper-Intermediate,9.0,7300.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1950.0
Software Engineer,Tech leadership,Advanced,18.0,7500.0
Management,Mid-level,Advanced,2.0,1800.0
Software Engineer,Mid-level,Intermediate,3.0,2000.0
Management,Entry-level,Upper-Intermediate,0.5,800.0
Quality Assurance,Mid-level,Intermediate,3.0,1500.0
Software Engineer,Senior-level,Advanced,12.0,7000.0
Data Scientist,Mid-level,Advanced,4.0,2500.0
Marketing,Entry-level,I don't know,1.0,600.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,5500.0
Management,Mid-level,Pre-Intermediate,4.0,2000.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,4650.0
Software Engineer,Senior-level,Intermediate,8.0,5250.0
Management,Management,Pre-Intermediate,10.0,8000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3200.0
Marketing,Mid-level,Upper-Intermediate,1.5,1500.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,3500.0
Quality Assurance,Mid-level,Intermediate,4.0,2400.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3600.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4700.0
Management,Senior-level,Upper-Intermediate,4.0,3375.0
DevOps,Tech leadership,Elementary,6.0,6500.0
Analyst,Senior-level,Upper-Intermediate,5.0,2800.0
Analyst,Entry-level,Intermediate,0.1,800.0
DevOps,Senior-level,Upper-Intermediate,5.0,5500.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,3600.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,3150.0
Software Engineer,Senior-level,Upper-Intermediate,11.0,5300.0
Quality Assurance,Entry-level,Upper-Intermediate,3.0,1179.0
Customer Support,Entry-level,Intermediate,1.0,700.0
Analyst,Senior-level,Advanced,10.0,3750.0
DevOps,Tech leadership,Intermediate,8.0,6860.0
Quality Assurance,Mid-level,Intermediate,4.0,2000.0
Sales,Senior-level,Advanced,3.0,4000.0
Management,Senior-level,Upper-Intermediate,10.0,4000.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3000.0
DevOps,Management,Advanced,12.0,11000.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1170.0
Quality Assurance,Mid-level,Intermediate,3.0,3400.0
Software Engineer,Senior-level,Advanced,10.0,5347.0
Quality Assurance,Senior-level,Upper-Intermediate,4.0,6000.0
Analyst,Mid-level,Advanced,1.5,1718.0
DevOps,Mid-level,Upper-Intermediate,3.0,2889.0
Analyst,Entry-level,Advanced,3.0,1100.0
Quality Assurance,Mid-level,Intermediate,5.0,2200.0
Management,Tech leadership,Advanced,8.0,5500.0
Analyst,Mid-level,Upper-Intermediate,3.0,2350.0
Marketing,Mid-level,Upper-Intermediate,3.0,2000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2000.0
Software Engineer,Mid-level,Upper-Intermediate,2.0,1500.0
DevOps,Mid-level,Upper-Intermediate,5.0,2100.0
Data Scientist,Senior-level,Upper-Intermediate,5.0,7000.0
Marketing,Mid-level,Upper-Intermediate,5.0,1250.0
Analyst,Senior-level,Upper-Intermediate,8.0,3500.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3100.0
Other,Management,Intermediate,20.0,4000.0
Quality Assurance,Mid-level,Advanced,4.0,1200.0
Management,Management,Pre-Intermediate,10.0,3800.0
Software Engineer,Senior-level,Upper-Intermediate,9.0,6200.0
Marketing,Senior-level,Advanced,3.0,3000.0
Data Scientist,Senior-level,Upper-Intermediate,5.0,3960.0
Quality Assurance,Entry-level,Intermediate,1.0,1000.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,6400.0
Quality Assurance,Senior-level,Advanced,10.0,4200.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4230.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3100.0
Software Engineer,Entry-level,Intermediate,1.5,1250.0
Quality Assurance,Mid-level,Intermediate,6.0,2600.0
Quality Assurance,Mid-level,Intermediate,4.0,1650.0
Design,Mid-level,Upper-Intermediate,6.0,2350.0
Management,Management,Advanced,10.0,8600.0
Quality Assurance,Mid-level,Intermediate,4.0,2220.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2500.0
Quality Assurance,Entry-level,Intermediate,1.5,800.0
Analyst,Mid-level,Pre-Intermediate,5.0,1500.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,4000.0
Management,Management,Upper-Intermediate,8.0,7000.0
Quality Assurance,Entry-level,Intermediate,3.0,1000.0
Analyst,Mid-level,Intermediate,2.0,2400.0
Software Engineer,Tech leadership,Intermediate,10.0,5500.0
Data Scientist,Mid-level,Upper-Intermediate,1.5,2000.0
DevOps,Senior-level,Intermediate,8.0,5250.0
DevOps,Mid-level,Upper-Intermediate,3.0,2150.0
Software Engineer,Mid-level,Intermediate,4.0,2500.0
Software Engineer,Senior-level,Intermediate,12.0,5000.0
Software Engineer,Tech leadership,Intermediate,8.0,5400.0
Quality Assurance,Mid-level,Intermediate,7.0,2500.0
Design,Mid-level,Upper-Intermediate,2.0,1800.0
Quality Assurance,Mid-level,Intermediate,4.0,1650.0
HR,Mid-level,Upper-Intermediate,4.0,1300.0
Software Engineer,Senior-level,Advanced,11.0,6650.0
Quality Assurance,Mid-level,Intermediate,5.0,2500.0
Software Engineer,Entry-level,Intermediate,1.5,1150.0
Software Engineer,Tech leadership,Upper-Intermediate,4.0,4700.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1600.0
Quality Assurance,Entry-level,Upper-Intermediate,0.25,400.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,1900.0
Software Engineer,Tech leadership,Advanced,8.0,5000.0
Design,Entry-level,Intermediate,1.0,1000.0
Data Scientist,IC-high,Advanced,10.0,10000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2200.0
HR,Mid-level,Upper-Intermediate,6.0,1500.0
Analyst,Mid-level,Upper-Intermediate,3.0,2100.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2500.0
SysAdmin,Entry-level,Intermediate,0.25,520.0
Quality Assurance,Mid-level,Elementary,4.0,1600.0
Marketing,Mid-level,Advanced,7.0,1649.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,4000.0
Quality Assurance,Senior-level,Advanced,6.0,3500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1700.0
Quality Assurance,Mid-level,Intermediate,3.0,2300.0
Marketing,Tech leadership,Upper-Intermediate,7.0,3860.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,3000.0
Quality Assurance,Mid-level,Intermediate,6.0,2300.0
Software Engineer,Tech leadership,Upper-Intermediate,5.0,5500.0
Software Engineer,Entry-level,Intermediate,0.5,800.0
Design,Entry-level,Intermediate,1.5,1240.0
Software Engineer,Entry-level,Upper-Intermediate,0.1,400.0
Design,Entry-level,Advanced,0.5,850.0
Management,Mid-level,Upper-Intermediate,2.0,1600.0
Quality Assurance,Mid-level,Intermediate,3.0,3200.0
Software Engineer,Mid-level,Upper-Intermediate,7.0,1800.0
Quality Assurance,Senior-level,Intermediate,8.0,3000.0
Quality Assurance,Mid-level,Intermediate,3.0,1350.0
Quality Assurance,Mid-level,Intermediate,7.0,2200.0
Quality Assurance,Senior-level,Intermediate,5.0,7000.0
Design,Entry-level,Intermediate,0.5,700.0
Security,Entry-level,Intermediate,0.5,700.0
Quality Assurance,Entry-level,Pre-Intermediate,1.5,800.0
Other,Mid-level,Upper-Intermediate,2.0,1400.0
Analyst,Entry-level,Upper-Intermediate,1.0,770.0
Management,Mid-level,Upper-Intermediate,2.0,1900.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,1300.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4260.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3700.0
Design,Mid-level,Advanced,4.0,1400.0
Analyst,Entry-level,Intermediate,0.5,500.0
Analyst,Mid-level,Pre-Intermediate,1.5,1200.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2500.0
Quality Assurance,Mid-level,Intermediate,4.0,1500.0
Analyst,Mid-level,Intermediate,4.0,3000.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,5000.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,4400.0
Data Scientist,Senior-level,Upper-Intermediate,9.0,6620.0
DevOps,IC-high,Advanced,8.0,11000.0
Management,Executive,Pre-Intermediate,18.0,7000.0
Quality Assurance,Senior-level,Advanced,8.0,3800.0
Software Engineer,Mid-level,Advanced,2.0,2000.0
Data Scientist,Mid-level,Pre-Intermediate,1.5,2500.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1200.0
Other,Mid-level,Upper-Intermediate,5.0,1500.0
Software Engineer,Mid-level,Advanced,3.0,2500.0
Technical Writing,Mid-level,Advanced,3.0,1800.0
Software Engineer,Senior-level,Intermediate,5.0,3230.0
Analyst,Tech leadership,Pre-Intermediate,18.0,3700.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Entry-level,Intermediate,0.1,800.0
Software Engineer,Mid-level,Pre-Intermediate,3.0,2200.0
Quality Assurance,Entry-level,Advanced,2.0,1150.0
Management,Management,Advanced,6.0,4900.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2500.0
Analyst,Mid-level,Advanced,5.0,3350.0
Quality Assurance,Entry-level,Pre-Intermediate,0.25,900.0
Marketing,Mid-level,Advanced,7.0,1300.0
Quality Assurance,Senior-level,Upper-Intermediate,12.0,6000.0
Management,Mid-level,Upper-Intermediate,2.0,1750.0
Marketing,Mid-level,Upper-Intermediate,5.0,1500.0
Management,Management,Advanced,6.0,6500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,4000.0
Quality Assurance,Senior-level,Intermediate,10.0,3700.0
Quality Assurance,Mid-level,Intermediate,6.0,2000.0
Analyst,Entry-level,Upper-Intermediate,1.0,1000.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3500.0
Quality Assurance,Senior-level,Advanced,5.0,2750.0
Quality Assurance,Tech leadership,Advanced,6.0,6000.0
Analyst,Mid-level,Advanced,3.0,3000.0
Other,Mid-level,Intermediate,4.0,1400.0
Management,Management,Upper-Intermediate,7.0,6000.0
DevOps,Senior-level,Intermediate,7.0,5000.0
Quality Assurance,Senior-level,Advanced,9.0,7000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2000.0
DevOps,Senior-level,Upper-Intermediate,9.0,5900.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,3800.0
Quality Assurance,Mid-level,Advanced,4.0,3000.0
Management,Mid-level,Upper-Intermediate,3.0,2000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1840.0
Quality Assurance,Entry-level,Intermediate,2.0,1000.0
Quality Assurance,Mid-level,Intermediate,5.0,1800.0
Software Engineer,Senior-level,Intermediate,6.0,4500.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,2400.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2210.0
Management,Entry-level,Elementary,0.5,450.0
Management,Entry-level,Upper-Intermediate,0.25,450.0
Analyst,Mid-level,Intermediate,4.0,3900.0
Analyst,Entry-level,Advanced,0.25,650.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,1000.0
Security,Mid-level,Pre-Intermediate,3.0,1200.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,3000.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,5000.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,4000.0
Software Engineer,Tech leadership,Advanced,18.0,5500.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3200.0
Quality Assurance,Mid-level,Intermediate,4.0,1700.0
Software Engineer,Mid-level,Intermediate,3.0,2160.0
Management,Entry-level,Upper-Intermediate,0.1,500.0
Data Scientist,Entry-level,Upper-Intermediate,2.0,1500.0
DevOps,Senior-level,Intermediate,5.0,2700.0
Management,Mid-level,Intermediate,3.0,1886.0
Management,Executive,Advanced,8.0,9000.0
Management,Senior-level,Advanced,4.0,3285.0
Marketing,Tech leadership,Advanced,5.0,4000.0
DevOps,Entry-level,Pre-Intermediate,2.0,1000.0
Management,Management,Advanced,9.0,8750.0
Other,Mid-level,Upper-Intermediate,3.0,1500.0
Design,Mid-level,Intermediate,6.0,2800.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2500.0
Marketing,Mid-level,Intermediate,1.5,1300.0
Software Engineer,Mid-level,Pre-Intermediate,5.0,1500.0
Software Engineer,Senior-level,Advanced,5.0,6250.0
DevOps,Senior-level,Upper-Intermediate,12.0,7200.0
Analyst,Mid-level,Upper-Intermediate,2.0,1400.0
Software Engineer,Senior-level,Advanced,12.0,3800.0
Software Engineer,Mid-level,Upper-Intermediate,6.0,2000.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1900.0
Software Engineer,Mid-level,Intermediate,4.0,2328.0
Quality Assurance,Senior-level,Intermediate,6.0,2800.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1215.0
Quality Assurance,Senior-level,Upper-Intermediate,3.0,4610.0
Quality Assurance,Mid-level,Intermediate,3.0,2930.0
Management,Mid-level,Upper-Intermediate,3.0,2170.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,5000.0
Marketing,Mid-level,Upper-Intermediate,7.0,2500.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,730.0
Management,Senior-level,Upper-Intermediate,10.0,4950.0
Management,Management,Upper-Intermediate,5.0,5000.0
Analyst,Mid-level,Upper-Intermediate,3.0,3500.0
Software Engineer,Mid-level,Intermediate,4.0,2500.0
Quality Assurance,Senior-level,Intermediate,7.0,3000.0
Analyst,Senior-level,Advanced,7.0,6000.0
Management,Senior-level,Advanced,10.0,4500.0
Software Engineer,Mid-level,Intermediate,6.0,3888.0
Marketing,Mid-level,Upper-Intermediate,4.0,3000.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,3500.0
Management,Mid-level,Upper-Intermediate,5.0,3000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1930.0
Management,Senior-level,Upper-Intermediate,8.0,2500.0
Management,Management,Upper-Intermediate,4.0,4916.0
DevOps,Senior-level,Intermediate,5.0,6500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1800.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,2050.0
Quality Assurance,Mid-level,Intermediate,4.0,1800.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2800.0
Quality Assurance,Senior-level,Intermediate,7.0,2500.0
Analyst,Entry-level,Pre-Intermediate,2.0,1210.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3100.0
Software Engineer,Senior-level,Intermediate,5.0,4000.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,5225.0
Quality Assurance,Mid-level,Intermediate,3.0,1400.0
Software Engineer,Senior-level,Pre-Intermediate,7.0,3200.0
Management,Senior-level,Advanced,3.0,4000.0
Design,Mid-level,Upper-Intermediate,3.0,3500.0
Management,Executive,Upper-Intermediate,13.0,7400.0
Software Engineer,Entry-level,Upper-Intermediate,1.5,700.0
Management,Management,Upper-Intermediate,4.0,6000.0
Analyst,Entry-level,Upper-Intermediate,0.5,709.0
DevOps,Senior-level,Advanced,8.0,5500.0
Quality Assurance,Mid-level,Intermediate,5.0,2500.0
Quality Assurance,Mid-level,Intermediate,3.0,2200.0
Software Engineer,Senior-level,Advanced,10.0,6500.0
Software Engineer,Entry-level,Advanced,1.5,600.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,2500.0
Quality Assurance,Mid-level,Advanced,4.0,1830.0
Quality Assurance,Mid-level,Intermediate,5.0,1400.0
Software Engineer,Tech leadership,Upper-Intermediate,10.0,5000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2500.0
Software Engineer,Senior-level,Pre-Intermediate,5.0,3420.0
Design,Senior-level,Pre-Intermediate,6.0,2900.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,3000.0
DevOps,Mid-level,Elementary,4.0,3500.0
HR,Mid-level,Upper-Intermediate,4.0,1300.0
Analyst,Senior-level,Upper-Intermediate,5.0,3500.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1940.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2735.0
Management,Senior-level,Upper-Intermediate,12.0,4500.0
Software Engineer,Mid-level,Intermediate,4.0,3700.0
Quality Assurance,Entry-level,Intermediate,0.1,613.0
Quality Assurance,Mid-level,Intermediate,4.0,1800.0
HR,Mid-level,Upper-Intermediate,2.0,1300.0
DevOps,Mid-level,Pre-Intermediate,7.0,3500.0
Quality Assurance,Entry-level,Intermediate,1.0,700.0
Other,Management,Upper-Intermediate,18.0,3500.0
Quality Assurance,Entry-level,Upper-Intermediate,1.5,600.0
Quality Assurance,Tech leadership,Upper-Intermediate,6.0,4095.0
Design,Senior-level,Upper-Intermediate,10.0,4000.0
Software Engineer,Mid-level,Pre-Intermediate,5.0,2800.0
Data Scientist,Mid-level,Upper-Intermediate,3.0,2100.0
Security,Entry-level,Intermediate,1.0,1200.0
Analyst,Entry-level,Upper-Intermediate,1.0,1000.0
Software Engineer,Senior-level,Upper-Intermediate,13.0,6350.0
Software Engineer,Tech leadership,Advanced,10.0,6000.0
Design,Entry-level,Upper-Intermediate,2.0,730.0
DevOps,Senior-level,Upper-Intermediate,7.0,5500.0
HR,Entry-level,Upper-Intermediate,1.0,650.0
Other,Management,Pre-Intermediate,5.0,9300.0
Software Engineer,Mid-level,Elementary,7.0,1500.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1550.0
Software Engineer,Mid-level,Pre-Intermediate,4.0,2200.0
Data Scientist,Tech leadership,Advanced,5.0,4500.0
Security,Entry-level,Advanced,0.5,850.0
DevOps,Mid-level,Upper-Intermediate,3.0,2500.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,3100.0
DevOps,Management,Upper-Intermediate,8.0,8900.0
Customer Support,Tech leadership,Intermediate,6.0,4300.0
Software Engineer,Tech leadership,Upper-Intermediate,10.0,5350.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,1750.0
Software Engineer,Mid-level,Intermediate,4.0,2600.0
Analyst,Mid-level,Upper-Intermediate,3.0,2500.0
DevOps,Mid-level,Intermediate,3.0,1850.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,3300.0
Quality Assurance,Entry-level,Intermediate,2.0,800.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2000.0
Marketing,Senior-level,Upper-Intermediate,10.0,4000.0
Management,Mid-level,Upper-Intermediate,4.0,4000.0
Data Scientist,Entry-level,Upper-Intermediate,0.5,400.0
Data Scientist,Senior-level,Upper-Intermediate,5.0,5000.0
Management,Mid-level,Advanced,3.0,2100.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,1700.0
Software Engineer,Senior-level,Advanced,5.0,4275.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,4300.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2700.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1367.0
Software Engineer,Mid-level,Intermediate,5.0,3200.0
Quality Assurance,Entry-level,Upper-Intermediate,0.5,800.0
Management,Senior-level,Upper-Intermediate,6.0,3500.0
Quality Assurance,Entry-level,Upper-Intermediate,0.5,900.0
Software Engineer,Senior-level,Advanced,4.0,5200.0
Other,Mid-level,Upper-Intermediate,4.0,1800.0
Data Scientist,Senior-level,Advanced,7.0,5200.0
Software Engineer,Senior-level,Intermediate,6.0,5200.0
Design,Mid-level,Upper-Intermediate,1.5,1600.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2100.0
